time,acc_x,acc_y,acc_z,vel_x,vel_y,vel_z,pos_x,pos_y,pos_z,rad_vel_x,rad_vel_y,rad_vel_z,rad_gyro_x,rad_gyro_y,rad_gyro_z,rad_mag_x,rad_mag_y,rad_mag_z
0.076,-0.540,0.380,0.273,0.000,0.000,0.000,0.000,0.000,0.000,-0.303,0.131,0.004,-0.312,-0.003,1.580,-0.312,-0.003,1.580,0.000,0.000,0.000,0.000,0.000,0.000
0.307,-0.242,0.263,0.058,0.000,0.000,0.000,0.000,0.000,0.000,-0.087,-0.033,0.108,-0.284,0.015,1.585,-0.284,0.015,1.585,0.000,0.000,0.000,0.000,0.000,0.000
0.369,-0.209,0.142,0.243,0.000,0.000,0.000,0.000,0.000,0.000,0.005,-0.093,0.144,-0.272,0.010,1.596,-0.272,0.010,1.596,0.000,0.000,0.000,0.000,0.000,0.000
0.424,-0.117,0.109,0.118,0.000,0.000,0.000,0.000,0.000,0.000,0.024,-0.126,0.110,-0.273,0.004,1.600,-0.273,0.004,1.600,0.000,0.000,0.000,0.000,0.000,0.000
0.481,-0.094,0.012,0.131,0.000,0.000,0.000,0.000,0.000,0.000,-0.012,-0.022,0.064,-0.271,-0.004,1.631,-0.271,-0.004,1.631,0.000,0.000,0.000,0.000,0.000,0.000
0.532,-0.137,0.155,0.434,0.000,0.000,0.000,0.000,0.000,0.000,0.004,0.095,0.112,-0.268,-0.002,1.595,-0.268,-0.002,1.595,0.000,0.000,0.000,0.000,0.000,0.000
0.575,0.208,-0.250,0.469,0.000,0.000,0.000,0.000,0.000,0.000,0.088,0.032,0.073,-0.227,0.058,1.604,-0.227,0.058,1.604,0.000,0.000,0.000,0.000,0.000,0.000
0.617,0.552,-0.675,0.141,0.000,0.000,0.000,0.000,0.000,0.000,0.065,-0.012,0.097,-0.195,0.100,1.686,-0.195,0.100,1.686,0.000,0.000,0.000,0.000,0.000,0.000
0.659,0.675,-1.073,0.254,0.000,0.000,0.000,0.000,0.000,0.000,0.059,-0.076,0.132,-0.169,0.129,1.735,-0.169,0.129,1.735,0.000,0.000,0.000,0.000,0.000,0.000
0.692,0.884,-1.373,0.320,0.000,0.000,0.000,0.000,0.000,0.000,0.075,-0.086,0.128,-0.150,0.148,1.721,-0.150,0.148,1.721,0.000,0.000,0.000,0.000,0.000,0.000
0.731,0.955,-1.662,0.351,0.000,0.000,0.000,0.000,0.000,0.000,0.028,-0.002,0.101,-0.134,0.162,1.771,-0.134,0.162,1.771,0.000,0.000,0.000,0.000,0.000,0.000
0.768,1.150,-1.814,0.512,0.000,0.000,0.000,0.000,0.000,0.000,0.038,0.004,0.098,-0.110,0.189,1.857,-0.110,0.189,1.857,0.000,0.000,0.000,0.000,0.000,0.000
0.804,1.465,-2.067,0.484,0.000,0.000,0.000,0.000,0.000,0.000,0.051,-0.199,0.155,-0.100,0.201,1.851,-0.100,0.201,1.851,0.000,0.000,0.000,0.000,0.000,0.000
0.837,1.302,-2.165,0.740,0.000,0.000,0.000,0.000,0.000,0.000,0.057,-0.227,0.169,-0.092,0.202,1.869,-0.092,0.202,1.869,0.000,0.000,0.000,0.000,0.000,0.000
0.868,1.051,-2.075,0.523,0.000,0.000,0.000,0.000,0.000,0.000,-0.029,-0.127,0.191,-0.104,0.184,1.830,-0.104,0.184,1.830,0.000,0.000,0.000,0.000,0.000,0.000
0.897,1.082,-2.418,0.793,0.000,0.000,0.000,0.000,0.000,0.000,-0.064,-0.215,0.266,-0.096,0.183,1.831,-0.096,0.183,1.831,0.000,0.000,0.000,0.000,0.000,0.000
0.926,1.346,-2.824,0.473,0.000,0.000,0.000,0.000,0.000,0.000,-0.214,0.048,0.098,-0.076,0.200,1.871,-0.076,0.200,1.871,0.000,0.000,0.000,0.000,0.000,0.000
0.954,1.381,-2.476,0.940,0.000,0.000,0.000,0.000,0.000,0.000,-0.248,0.325,0.040,-0.061,0.206,1.857,-0.061,0.206,1.857,0.000,0.000,0.000,0.000,0.000,0.000
0.981,1.292,-2.285,0.967,0.000,0.000,0.000,0.000,0.000,0.000,-0.162,0.292,0.022,-0.069,0.196,1.874,-0.069,0.196,1.874,0.000,0.000,0.000,0.000,0.000,0.000
1.008,1.368,-2.591,0.994,0.000,0.000,0.000,0.000,0.000,0.000,-0.112,0.290,0.000,-0.047,0.222,1.942,-0.047,0.222,1.942,0.000,0.000,0.000,0.000,0.000,0.000
1.035,1.222,-2.796,1.042,0.000,0.000,0.000,0.000,0.000,0.000,-0.038,0.181,-0.017,-0.047,0.222,1.942,-0.038,0.237,1.925,0.000,0.000,0.000,0.000,0.000,0.000
1.061,1.116,-2.565,0.877,0.000,0.000,0.000,0.000,0.000,0.000,0.087,0.033,-0.048,-0.047,0.222,1.942,-0.050,0.223,1.878,0.000,0.000,0.000,0.000,0.000,0.000
1.087,1.174,-2.533,0.776,0.000,0.000,0.000,0.000,0.000,0.000,0.122,-0.016,-0.026,-0.047,0.222,1.942,-0.034,0.243,1.900,0.000,0.000,0.000,0.000,0.000,0.000
1.113,1.259,-2.541,0.561,0.000,0.000,0.000,0.000,0.000,0.000,0.215,-0.094,0.002,-0.047,0.222,1.942,-0.035,0.246,1.910,0.000,0.000,0.000,0.000,0.000,0.000
1.140,1.182,-2.450,-0.049,0.000,0.000,0.000,0.000,0.000,0.000,0.238,-0.239,0.037,-0.047,0.222,1.942,-0.054,0.231,1.890,0.000,0.000,0.000,0.000,0.000,0.000
