-0.000200 	 0.000000
-1.320247 	 -29.041374
-3.837186 	 -46.485859
-6.220604 	 -55.491681
-8.231764 	 -60.182412
-9.916758 	 -62.617958
-11.348504 	 -63.775914
-12.584508 	 -64.150773
-13.667428 	 -64.015442
-14.627180 	 -63.531905
-15.487326 	 -62.799149
-16.264316 	 -61.882424
-16.971316 	 -60.828113
-17.618292 	 -59.664197
-18.212846 	 -58.417803
-18.762484 	 -57.101677
-19.271310 	 -55.730397
-19.744632 	 -54.316518
-20.185792 	 -52.860578
-20.597324 	 -51.372049
-20.982348 	 -49.857813
-21.343034 	 -48.317260
-21.681366 	 -46.759101
-21.998928 	 -45.183516
-22.297485 	 -43.591480
-22.576925 	 -41.990364
-22.839641 	 -40.371047
-23.087001 	 -38.743650
-23.318916 	 -37.107036
-23.536509 	 -35.462564
-23.740451 	 -33.805567
-23.931825 	 -32.152363
-24.110032 	 -30.486836
-24.277031 	 -28.816319
-24.432529 	 -27.141525
-24.575970 	 -25.463622
-24.709573 	 -23.779184
-24.832085 	 -22.090331
-24.945143 	 -20.410643
-25.047542 	 -18.715172
-25.140805 	 -17.019030
-25.223933 	 -15.322727
-25.298732 	 -13.626877
-25.364192 	 -11.925372
-25.420689 	 -10.224759
-25.468033 	 -8.520409
-25.507306 	 -6.819227
-25.536436 	 -5.114827
-25.558605 	 -3.411135
-25.570877 	 -1.705679
-25.575498 	 0.000000
-25.570877 	 1.705679
-25.558605 	 3.411135
-25.536436 	 5.114827
-25.507306 	 6.819227
-25.468033 	 8.520409
-25.420689 	 10.224759
-25.364192 	 11.925372
-25.298732 	 13.626877
-25.223933 	 15.322727
-25.140805 	 17.019030
-25.047542 	 18.715172
-24.945143 	 20.410643
-24.832085 	 22.090331
-24.709573 	 23.779184
-24.575970 	 25.463622
-24.432529 	 27.141525
-24.277031 	 28.816319
-24.110032 	 30.486836
-23.931825 	 32.152363
-23.740451 	 33.805567
-23.536509 	 35.462564
-23.318916 	 37.107036
-23.087001 	 38.743650
-22.839641 	 40.371047
-22.576925 	 41.990364
-22.297485 	 43.591480
-21.998928 	 45.183516
-21.681366 	 46.759101
-21.343034 	 48.317260
-20.982348 	 49.857813
-20.597324 	 51.372049
-20.185792 	 52.860578
-19.744632 	 54.316518
-19.271310 	 55.730397
-18.762484 	 57.101677
-18.212846 	 58.417803
-17.618292 	 59.664197
-16.971316 	 60.828113
-16.264316 	 61.882424
-15.487326 	 62.799149
-14.627180 	 63.531905
-13.667428 	 64.015442
-12.584508 	 64.150773
-11.348504 	 63.775914
-9.916758 	 62.617958
-8.231764 	 60.182412
-6.220604 	 55.491681
-3.837186 	 46.485859
-1.320247 	 29.041374
